symbol,start_date,end_date,days,start_price,end_price,total_return,avg_volume,volatility,sharpe_ratio,recent_return,trend
ADVANC,2020-12-14 00:00:00+07:00,2025-12-09 00:00:00+07:00,1209,156.42510986328125,310.0,98.1779014065877,5641252.128205128,19.608259756336253,0.8253736775462504,6.896551724137923,bullish
AOT,2020-12-14 00:00:00+07:00,2025-12-09 00:00:00+07:00,1209,63.541412353515625,54.0,-15.01605331092033,23989755.913978495,26.355584252943444,0.00282870722906757,42.10526315789473,bullish
AP,2020-12-14 00:00:00+07:00,2025-12-09 00:00:00+07:00,1209,5.632147312164307,8.5,50.919347965947324,14247297.435897436,27.403439616731625,0.4502449082611472,5.5900596099744515,bullish
AWC,2020-12-14 00:00:00+07:00,2025-12-09 00:00:00+07:00,1209,4.87822961807251,2.0,-59.00151988355478,58816943.25889165,33.22178320824535,-0.3941016885480216,-14.52991139489036,bearish
BANPU,2020-12-14 00:00:00+07:00,2025-12-09 00:00:00+07:00,1209,5.563331127166748,5.0,-10.125788206563879,96134728.84532672,37.37587274799202,0.1263399691524176,3.7344361395858616,bullish
BAY,2020-12-14 00:00:00+07:00,2025-12-09 00:00:00+07:00,1209,24.04166603088379,24.600000381469727,2.32236131168575,805781.9685690653,26.739538168249755,0.1458963295526996,3.797466622607182,bullish
BBL,2020-12-14 00:00:00+07:00,2025-12-09 00:00:00+07:00,1209,104.85374450683594,163.5,55.93148415347304,8656281.033085193,19.81182099637976,0.5665917151214135,9.000000000000007,bullish
BCH,2020-12-14 00:00:00+07:00,2025-12-09 00:00:00+07:00,1209,11.647003173828123,10.100000381469728,-13.282410670537558,13923741.521918941,29.071028452070124,0.042553514558508664,-23.484844489312074,bearish
BCP,2020-12-14 00:00:00+07:00,2025-12-09 00:00:00+07:00,1209,17.162628173828125,27.0,57.318562906194146,7028113.304383788,35.53243990929859,0.443117993393398,-14.28571428571429,bearish
BDMS,2020-12-14 00:00:00+07:00,2025-12-09 00:00:00+07:00,1209,19.180517196655277,19.200000762939453,0.10157998392021916,40287134.71133168,22.080801544880764,0.11099456660747514,-9.004737365781645,bearish
BEM,2020-12-14 00:00:00+07:00,2025-12-09 00:00:00+07:00,1209,8.467148780822754,5.400000095367432,-36.22410288103248,38201191.88585608,23.018262482506483,-0.292392621895047,0.0,bearish
BGRIM,2020-12-14 00:00:00+07:00,2025-12-09 00:00:00+07:00,1209,47.07542419433594,14.699999809265137,-68.77351598876548,12960793.631100083,35.6210043507059,-0.5036598744006623,2.797200092273,bullish
BH,2020-12-14 00:00:00+07:00,2025-12-09 00:00:00+07:00,1209,110.04541015625,164.0,49.02938683870739,2956773.3250620347,27.338815959123448,0.43993603696017397,-10.869565217391308,bullish
BJC,2020-12-14 00:00:00+07:00,2025-12-09 00:00:00+07:00,1209,34.109710693359375,15.100000381469728,-55.73108046205311,5385866.170388751,29.773856862769087,-0.4216701919678599,-26.699028631802356,bearish
BTS,2020-12-14 00:00:00+07:00,2025-12-09 00:00:00+07:00,1209,9.263303756713867,2.539999961853028,-72.57997763473875,48549421.80810587,30.837430077317208,-0.7167736898140602,-23.03030307408972,bearish
CBG,2020-12-14 00:00:00+07:00,2025-12-09 00:00:00+07:00,1209,104.20399475097656,42.25,-59.454529453532245,5065566.00496278,33.082503707704525,-0.40406537272414755,-27.467811158798284,bearish
CENTEL,2020-12-14 00:00:00+07:00,2025-12-09 00:00:00+07:00,1209,25.14544486999512,30.0,19.30590273945636,3584147.866004963,36.24554190823712,0.2828468426274055,-6.25,bullish
CHG,2020-12-14 00:00:00+07:00,2025-12-09 00:00:00+07:00,1209,2.1533408164978027,1.5399999618530271,-28.483222439553913,44021873.5318445,30.138463235356372,-0.08130404872246569,-9.941524707693272,bearish
COM7,2020-12-14 00:00:00+07:00,2025-12-09 00:00:00+07:00,1209,16.528453826904297,20.899999618530277,26.448606974417466,14057795.698924731,35.53898742579142,0.31521499915281376,-14.344262519340244,bullish
CPALL,2020-12-14 00:00:00+07:00,2025-12-09 00:00:00+07:00,1209,59.57859420776367,43.25,-27.40681351228642,26569343.330024812,22.995155125015145,-0.17570813796469664,-9.424083769633507,bearish
CPF,2020-12-14 00:00:00+07:00,2025-12-09 00:00:00+07:00,1209,23.821176528930664,20.600000381469727,-13.522321802824644,23009233.00248139,24.602310026020014,-0.0005765770851122441,-10.822510643789606,bearish
CPN,2020-12-14 00:00:00+07:00,2025-12-09 00:00:00+07:00,1209,49.44764709472656,53.25,7.689653863588886,8128527.29528536,26.844931888646677,0.19117613739469796,-4.91071428571429,bullish
CRC,2020-12-14 00:00:00+07:00,2025-12-09 00:00:00+07:00,1209,30.97045135498047,18.700000762939453,-39.61986362871577,12216028.737799834,31.863309855865392,-0.17081155105741222,-18.934128035013444,bearish
DELTA,2020-12-14 00:00:00+07:00,2025-12-09 00:00:00+07:00,1209,36.33892059326172,197.5,443.4944042796422,21713295.94706369,70.27509290164492,0.8494643452121081,33.445945945945944,bullish
EA,2020-12-14 00:00:00+07:00,2025-12-09 00:00:00+07:00,1209,46.31614303588867,2.6600000858306885,-94.25686183806464,49265725.39205955,65.0651342519331,-0.5750126949923945,-8.904109029793172,bullish
EGCO,2020-12-14 00:00:00+07:00,2025-12-09 00:00:00+07:00,1209,165.12965393066406,112.5,-31.871715756615473,1188298.6426799006,22.33570568176488,-0.2469800090413577,-1.3157894736842146,bullish
GFPT,2020-12-14 00:00:00+07:00,2025-12-09 00:00:00+07:00,1209,12.666632652282717,10.0,-21.052419577370074,3955115.9636062863,30.829698465897117,-0.006434521315570433,3.0927855323080733,bullish
GLOBAL,2020-12-14 00:00:00+07:00,2025-12-09 00:00:00+07:00,1209,12.990604400634766,6.150000095367432,-52.65809114264983,12814409.23076923,35.394275041474025,-0.2633902649853104,-24.07407647243187,bullish
GPSC,2020-12-14 00:00:00+07:00,2025-12-09 00:00:00+07:00,1209,64.04691314697266,34.75,-45.742896429283185,10149622.084367245,34.7354695649053,-0.1951422933987274,-15.75757575757576,bullish
GRAMMY,2020-12-14 00:00:00+07:00,2025-12-09 00:00:00+07:00,1209,9.449999809265137,4.239999771118164,-55.132276648713706,164321.58808933003,46.17965339370569,-0.14217089676396485,-9.401710969221488,bearish
GULF,2025-04-03 00:00:00+07:00,2025-12-09 00:00:00+07:00,164,48.75,40.75,-16.41025641025641,27837099.481707316,38.78737081010604,-0.5202817103344684,-13.297872340425531,neutral
HANA,2020-12-14 00:00:00+07:00,2025-12-09 00:00:00+07:00,1209,36.28125,16.399999618530273,-54.79758933738425,12225991.315136477,47.82357329141772,-0.10577440490235827,-33.39077046739206,bullish
HMPRO,2020-12-14 00:00:00+07:00,2025-12-09 00:00:00+07:00,1209,12.321043014526367,6.199999809265137,-49.67958636330213,28885780.8254756,27.527589791376617,-0.38323127701327775,-18.954251869622375,bearish
IRPC,2020-12-14 00:00:00+07:00,2025-12-09 00:00:00+07:00,1209,3.223090410232544,1.0,-68.97387684735004,86485568.2382134,32.2826772598823,-0.5957750958272445,-24.24242725275971,bullish
IVL,2020-12-14 00:00:00+07:00,2025-12-09 00:00:00+07:00,1209,29.4555721282959,15.100000381469728,-48.73635346242615,20244568.107526883,36.425793876208175,-0.20219839955463978,-36.655872939670346,bearish
KBANK,2020-12-14 00:00:00+07:00,2025-12-09 00:00:00+07:00,1209,94.61370849609376,191.5,102.40195955103727,15870869.211745244,23.44355290641184,0.7445436915212622,13.649851632047483,bullish
KCE,2020-12-14 00:00:00+07:00,2025-12-09 00:00:00+07:00,1209,35.698020935058594,21.0,-41.1732094667014,12505787.262200166,40.67454725193093,-0.0693261666264019,-17.647058823529417,bullish
KTB,2020-12-14 00:00:00+07:00,2025-12-09 00:00:00+07:00,1209,9.41344165802002,28.5,202.7585556417477,42303844.96526054,23.13453933320804,1.1146959722330185,12.437733825016451,bullish
LH,2020-12-14 00:00:00+07:00,2025-12-09 00:00:00+07:00,1209,5.893982887268066,3.4800000190734863,-40.95673357669843,37769669.64433416,21.6706442174161,-0.3984896025518778,-15.32845961629804,bearish
LPN,2020-12-14 00:00:00+07:00,2025-12-09 00:00:00+07:00,1209,3.844527244567871,1.5800000429153442,-58.90261812690216,2748706.782464847,19.21681834637402,-0.8691561821904825,-9.195400330141224,bearish
MEGA,2020-12-14 00:00:00+07:00,2025-12-09 00:00:00+07:00,1209,30.185688018798828,34.25,13.464367546202794,2636010.3391232425,30.674561260123944,0.2384480928448089,7.03125,bullish
MINT,2020-12-14 00:00:00+07:00,2025-12-09 00:00:00+07:00,1209,25.866857528686523,23.5,-9.150154888593109,17698638.917287014,28.53365472082517,0.07228203376899728,-1.6736385979694623,bearish
MTC,2020-12-14 00:00:00+07:00,2025-12-09 00:00:00+07:00,1209,52.4693603515625,33.25,-36.62968296694732,8980467.245657569,34.348760266871345,-0.10596729908784003,-21.301775147928993,bearish
NER,2020-12-14 00:00:00+07:00,2025-12-09 00:00:00+07:00,1209,3.0936439037323,4.320000171661377,39.641158003012244,17142224.565756824,27.939493652948983,0.3878328426502999,-3.9999961853027344,bearish
OSP,2020-12-14 00:00:00+07:00,2025-12-09 00:00:00+07:00,1209,30.331275939941406,15.699999809265137,-48.238248069904756,10722569.64433416,28.467265874806568,-0.3405858781589401,-19.487180465306984,bullish
PR9,2020-12-14 00:00:00+07:00,2025-12-09 00:00:00+07:00,1209,8.561810493469238,19.0,121.91568026987731,2070681.7204301076,31.496417960533606,0.6851226673293552,-15.466718963198067,bearish
PSH,2020-12-14 00:00:00+07:00,2025-12-09 00:00:00+07:00,1209,9.53931999206543,3.680000066757202,-61.42282605240064,1127437.6344086023,25.7397143990507,-0.642213420013086,-17.857141716747872,bearish
PSL,2020-12-14 00:00:00+07:00,2025-12-09 00:00:00+07:00,1209,4.484009742736816,6.699999809265137,49.4198316611103,13511692.803970223,48.52731064072303,0.4127672954801811,-5.431351920927197,bullish
PTT,2020-12-14 00:00:00+07:00,2025-12-09 00:00:00+07:00,1209,31.8745231628418,31.5,-1.1749922059333118,47263540.91645988,19.358092283282488,0.08381389559948325,0.39179070454486986,bullish
PTTEP,2020-12-14 00:00:00+07:00,2025-12-09 00:00:00+07:00,1209,76.26250457763672,106.5,39.649229447455305,10184667.697270472,25.799123994923924,0.3988218132627905,-4.484304932735428,bullish
PTTGC,2020-12-14 00:00:00+07:00,2025-12-09 00:00:00+07:00,1209,49.53536987304688,20.0,-59.62480940132765,18318191.137303557,35.349829279059755,-0.3603266435900513,-29.20353982300885,bullish
QH,2020-12-14 00:00:00+07:00,2025-12-09 00:00:00+07:00,1209,1.8122442960739136,1.2899999618530271,-28.817546031309803,20891331.927212574,19.407572388733918,-0.268220909085887,-7.857144012743145,bearish
RAM,2020-12-14 00:00:00+07:00,2025-12-09 00:00:00+07:00,1209,25.532169342041016,17.899999618530273,-29.892366846179762,479659.47063689,34.1203697850197,-0.05369353271473682,0.5617999199770685,bullish
RATCH,2020-12-14 00:00:00+07:00,2025-12-09 00:00:00+07:00,1209,40.522422790527344,29.5,-27.200799042805457,4215639.1604631925,22.05764035725373,-0.18976875895041168,13.461538461538458,bullish
RJH,2020-12-14 00:00:00+07:00,2025-12-09 00:00:00+07:00,1209,18.245271682739254,11.800000190734863,-35.325708512753316,445276.1786600496,25.607342328346476,-0.22675242279696306,-11.940294577194166,bearish
SAWAD,2020-12-14 00:00:00+07:00,2025-12-09 00:00:00+07:00,1209,46.43567657470703,26.25,-43.47018943986256,11648678.980148884,39.55940913350526,-0.1028872962280233,-11.467115218461554,bullish
SC,2020-12-14 00:00:00+07:00,2025-12-09 00:00:00+07:00,1209,2.0471279621124268,1.559999942779541,-23.795680013584462,7185566.253101737,29.25146260597546,-0.04768958912196072,-15.675679855402358,bearish
SCB,2022-04-20 00:00:00+07:00,2025-12-09 00:00:00+07:00,880,62.61402893066406,132.0,110.8153751712269,10252783.205681818,29.491894514519807,0.8569072810686896,3.529411764705892,bullish
SCC,2020-12-14 00:00:00+07:00,2025-12-09 00:00:00+07:00,1209,335.00177001953125,178.0,-46.86595238299122,2555578.9495450784,24.968244320766843,-0.4041332946369316,-21.58590308370044,bullish
SCGP,2020-12-14 00:00:00+07:00,2025-12-09 00:00:00+07:00,1209,40.032447814941406,15.199999809265137,-62.03080091547136,13023631.844499586,33.664753697769164,-0.43270620759332135,-16.939888289816952,bullish
SINGER,2020-12-14 00:00:00+07:00,2025-12-09 00:00:00+07:00,1209,16.63968849182129,5.0,-69.9513605530681,8057442.99503722,60.915930771886494,-0.11223069769462249,-32.885904322013715,bullish
SIRI,2020-12-14 00:00:00+07:00,2025-12-09 00:00:00+07:00,1209,0.5711957812309265,1.309999942779541,129.34342056177167,131574894.88751034,34.84705427416513,0.6661321261302816,-11.486491493450735,bearish
SPALI,2020-12-14 00:00:00+07:00,2025-12-09 00:00:00+07:00,1209,13.474113464355469,17.100000381469727,26.910022145102232,6624324.152191894,24.895979939710863,0.32378705451307416,-0.5813975408954342,bullish
SPC,2020-12-14 00:00:00+07:00,2025-12-09 00:00:00+07:00,1209,58.31270217895508,57.5,-1.393696653708465,9775.599669148056,12.10054893474071,0.03634197564217032,0.5367038193566431,bearish
STA,2020-12-14 00:00:00+07:00,2025-12-09 00:00:00+07:00,1209,17.88080596923828,11.600000381469728,-35.125964671692664,9979434.82216708,41.26781971894218,-0.01579534792258103,-13.432830509721827,bearish
TASCO,2020-12-14 00:00:00+07:00,2025-12-09 00:00:00+07:00,1209,12.83175563812256,14.0,9.104322080500339,6477722.41521919,22.87891764747577,0.19279100083614475,-0.5933225548434007,bearish
TCAP,2020-12-14 00:00:00+07:00,2025-12-09 00:00:00+07:00,1209,25.55129623413086,57.5,125.03750679855048,3393231.5136476425,18.243272949115358,1.01892426898342,14.002892184446347,bullish
THAI,2020-12-14 00:00:00+07:00,2025-12-09 00:00:00+07:00,1209,3.200000047683716,8.350000381469727,160.93750803265706,7752480.066170389,104.49150372288973,0.45393088499001777,-43.581079230681254,bullish
TISCO,2020-12-14 00:00:00+07:00,2025-12-09 00:00:00+07:00,1209,60.895545959472656,107.0,75.71071629969602,3938326.013234078,12.142758797669174,1.0289241110902925,7.537688442211055,bullish
TOP,2020-12-14 00:00:00+07:00,2025-12-09 00:00:00+07:00,1209,41.35823822021485,34.5,-16.582520231393026,12948922.05872622,33.64734039493625,0.05826200938286689,1.4705882352941124,bullish
TPIPL,2020-12-14 00:00:00+07:00,2025-12-09 00:00:00+07:00,1209,1.325278401374817,0.6800000071525574,-48.690025699721716,12142056.906534325,27.56621259611255,-0.36904299209560004,-19.047615668670826,bearish
TPIPP,2020-12-14 00:00:00+07:00,2025-12-09 00:00:00+07:00,1209,3.4939539432525635,1.7799999713897705,-49.05485303184199,4482630.024813896,16.755787760925298,-0.7547479986115888,-22.60869529161651,bearish
TRUE,2020-12-14 00:00:00+07:00,2025-12-09 00:00:00+07:00,1209,3.3043854236602783,11.100000381469728,235.91724203813436,112063833.93961953,45.59197189894101,0.7493592101028147,-0.13417610824418835,bearish
TSTE,2020-12-14 00:00:00+07:00,2025-12-10 00:00:00+07:00,1211,6.240457534790039,10.899999618530272,74.66667400208506,8343.022295623452,48.67165321654985,0.47739536504817826,0.7677477697174417,bearish
TTA,2020-12-14 00:00:00+07:00,2025-12-09 00:00:00+07:00,1209,3.962312698364258,4.360000133514404,10.036750388588,14818896.277915632,46.33029005564621,0.26869882298362857,-3.1111081441243527,bullish
TTB,2020-12-14 00:00:00+07:00,2025-12-09 00:00:00+07:00,1209,0.8854808211326599,1.9600000381469729,121.34867197234662,325382962.03473943,23.19225288799262,0.8304171384821323,7.415446050852026,bullish
TU,2020-12-14 00:00:00+07:00,2025-12-09 00:00:00+07:00,1209,11.581851959228516,12.699999809265137,9.654309638672864,21709975.259718776,25.597025916835936,0.20259364881728917,0.7936462283165691,bullish
WHA,2020-12-14 00:00:00+07:00,2025-12-09 00:00:00+07:00,1209,2.617936611175537,3.180000066757202,21.469712184103674,83016073.36641853,32.556645487475954,0.2896123744016897,-12.27564097926418,bullish
WORK,2020-12-14 00:00:00+07:00,2025-12-09 00:00:00+07:00,1209,16.32282066345215,3.7799999713897705,-76.84223793591364,1443114.0612076095,34.53244175060553,-0.7123947862516987,-10.426536508948436,bearish
